FREQ, UX_2, , UX_3, , UX_4,,,,
, REAL, IMAGINARY, REAL, IMAGINARY, REAL, IMAGINARY,,,
9.201,-6.24E-03,-5.27E-05,1.17E-02,4.75E-05,-1.48E-02,-5.19E-05,-5.19E-05,-0.535597943,0.422028892
9.202,-6.15E-03,-5.20E-05,1.16E-02,4.69E-05,-1.47E-02,-5.12E-05,-5.12E-05,-0.531747384,0.418601251
9.203,-6.07E-03,-5.13E-05,1.15E-02,4.62E-05,-1.46E-02,-5.05E-05,-5.05E-05,-0.527890384,0.415178263
9.204,-5.98E-03,-5.07E-05,1.14E-02,4.55E-05,-1.45E-02,-4.98E-05,-4.98E-05,-0.524026982,0.411759866
9.205,-5.90E-03,-5.00E-05,1.13E-02,4.49E-05,-1.44E-02,-4.92E-05,-4.92E-05,-0.520157221,0.408346002
9.206,-5.82E-03,-4.94E-05,1.13E-02,4.43E-05,-1.44E-02,-4.86E-05,-4.86E-05,-0.516281139,0.404936612
9.207,-5.73E-03,-4.88E-05,1.12E-02,4.36E-05,-1.43E-02,-4.80E-05,-4.80E-05,-0.512398778,0.401531636
9.208,-5.65E-03,-4.82E-05,1.11E-02,4.30E-05,-1.42E-02,-4.74E-05,-4.74E-05,-0.508510179,0.398131016
9.209,-5.57E-03,-4.76E-05,1.10E-02,4.25E-05,-1.41E-02,-4.68E-05,-4.68E-05,-0.504615383,0.394734695
9.21,-5.50E-03,-4.70E-05,1.10E-02,4.19E-05,-1.40E-02,-4.62E-05,-4.62E-05,-0.500714431,0.391342613
9.211,-5.42E-03,-4.65E-05,1.09E-02,4.13E-05,-1.40E-02,-4.56E-05,-4.56E-05,-0.496807363,0.387954714
9.212,-5.34E-03,-4.59E-05,1.08E-02,4.07E-05,-1.39E-02,-4.51E-05,-4.51E-05,-0.492894221,0.384570941
9.213,-5.27E-03,-4.53E-05,1.08E-02,4.02E-05,-1.38E-02,-4.45E-05,-4.45E-05,-0.488975046,0.381191236
9.214,-5.19E-03,-4.48E-05,1.07E-02,3.97E-05,-1.37E-02,-4.40E-05,-4.40E-05,-0.485049877,0.377815544
9.215,-5.12E-03,-4.43E-05,1.06E-02,3.91E-05,-1.37E-02,-4.34E-05,-4.34E-05,-0.481118758,0.374443807
9.216,-5.04E-03,-4.38E-05,1.06E-02,3.86E-05,-1.36E-02,-4.29E-05,-4.29E-05,-0.477181728,0.371075971
9.217,-4.97E-03,-4.33E-05,1.05E-02,3.81E-05,-1.35E-02,-4.24E-05,-4.24E-05,-0.473238829,0.367711979
9.218,-4.90E-03,-4.28E-05,1.04E-02,3.76E-05,-1.34E-02,-4.19E-05,-4.19E-05,-0.469290101,0.364351777
9.219,-4.83E-03,-4.23E-05,1.04E-02,3.71E-05,-1.34E-02,-4.14E-05,-4.14E-05,-0.465335587,0.360995308
9.22,-4.76E-03,-4.18E-05,1.03E-02,3.66E-05,-1.33E-02,-4.09E-05,-4.09E-05,-0.461375327,0.35764252
9.221,-4.69E-03,-4.13E-05,1.03E-02,3.62E-05,-1.32E-02,-4.05E-05,-4.05E-05,-0.457409362,0.354293358
9.222,-4.62E-03,-4.09E-05,1.02E-02,3.57E-05,-1.32E-02,-4.00E-05,-4.00E-05,-0.453437735,0.350947766
9.223,-4.55E-03,-4.04E-05,1.01E-02,3.53E-05,-1.31E-02,-3.96E-05,-3.96E-05,-0.449460485,0.347605692
9.224,-4.49E-03,-4.00E-05,1.01E-02,3.48E-05,-1.30E-02,-3.91E-05,-3.91E-05,-0.445477654,0.344267082
9.225,-4.42E-03,-3.95E-05,1.00E-02,3.44E-05,-1.30E-02,-3.87E-05,-3.87E-05,-0.441489284,0.340931882
9.226,-4.36E-03,-3.91E-05,9.96E-03,3.39E-05,-1.29E-02,-3.83E-05,-3.83E-05,-0.437495416,0.33760004
9.227,-4.29E-03,-3.87E-05,9.90E-03,3.35E-05,-1.28E-02,-3.78E-05,-3.78E-05,-0.433496092,0.334271504
9.228,-4.23E-03,-3.83E-05,9.84E-03,3.31E-05,-1.28E-02,-3.74E-05,-3.74E-05,-0.429491352,0.33094622
9.229,-4.16E-03,-3.79E-05,9.79E-03,3.27E-05,-1.27E-02,-3.70E-05,-3.70E-05,-0.425481238,0.327624135
9.23,-4.10E-03,-3.75E-05,9.73E-03,3.23E-05,-1.26E-02,-3.66E-05,-3.66E-05,-0.421465793,0.3243052
9.231,-4.04E-03,-3.71E-05,9.68E-03,3.19E-05,-1.26E-02,-3.62E-05,-3.62E-05,-0.417445056,0.320989361
9.232,-3.98E-03,-3.67E-05,9.63E-03,3.15E-05,-1.25E-02,-3.58E-05,-3.58E-05,-0.41341907,0.317676567
9.233,-3.92E-03,-3.63E-05,9.57E-03,3.11E-05,-1.25E-02,-3.54E-05,-3.54E-05,-0.409387876,0.314366767
9.234,-3.86E-03,-3.59E-05,9.52E-03,3.08E-05,-1.24E-02,-3.51E-05,-3.51E-05,-0.405351516,0.31105991
9.235,-3.80E-03,-3.56E-05,9.47E-03,3.04E-05,-1.23E-02,-3.47E-05,-3.47E-05,-0.401310032,0.307755945
9.236,-3.74E-03,-3.52E-05,9.42E-03,3.00E-05,-1.23E-02,-3.43E-05,-3.43E-05,-0.397263464,0.304454821
9.237,-3.68E-03,-3.48E-05,9.37E-03,2.97E-05,-1.22E-02,-3.40E-05,-3.40E-05,-0.393211856,0.301156489
9.238,-3.63E-03,-3.45E-05,9.32E-03,2.93E-05,-1.22E-02,-3.36E-05,-3.36E-05,-0.389155247,0.297860897
9.239,-3.57E-03,-3.41E-05,9.27E-03,2.90E-05,-1.21E-02,-3.33E-05,-3.33E-05,-0.38509368,0.294567997
9.24,-3.51E-03,-3.38E-05,9.22E-03,2.86E-05,-1.21E-02,-3.30E-05,-3.30E-05,-0.381027198,0.291277738
9.241,-3.46E-03,-3.35E-05,9.17E-03,2.83E-05,-1.20E-02,-3.26E-05,-3.26E-05,-0.37695584,0.287990071
9.242,-3.40E-03,-3.32E-05,9.12E-03,2.80E-05,-1.19E-02,-3.23E-05,-3.23E-05,-0.37287965,0.284704947
9.243,-3.35E-03,-3.28E-05,9.08E-03,2.77E-05,-1.19E-02,-3.20E-05,-3.20E-05,-0.368798669,0.281422316
9.244,-3.29E-03,-3.25E-05,9.03E-03,2.73E-05,-1.18E-02,-3.17E-05,-3.17E-05,-0.364712938,0.27814213
9.245,-3.24E-03,-3.22E-05,8.98E-03,2.70E-05,-1.18E-02,-3.14E-05,-3.14E-05,-0.3606225,0.27486434
9.246,-3.19E-03,-3.19E-05,8.94E-03,2.67E-05,-1.17E-02,-3.11E-05,-3.11E-05,-0.356527397,0.271588897
9.247,-3.13E-03,-3.16E-05,8.89E-03,2.64E-05,-1.17E-02,-3.08E-05,-3.08E-05,-0.352427669,0.268315754
9.248,-3.08E-03,-3.13E-05,8.85E-03,2.61E-05,-1.16E-02,-3.05E-05,-3.05E-05,-0.34832336,0.265044861
9.249,-3.03E-03,-3.10E-05,8.80E-03,2.58E-05,-1.16E-02,-3.02E-05,-3.02E-05,-0.344214511,0.261776171
9.25,-2.98E-03,-3.07E-05,8.76E-03,2.56E-05,-1.15E-02,-2.99E-05,-2.99E-05,-0.340101164,0.258509637
9.251,-2.93E-03,-3.04E-05,8.72E-03,2.53E-05,-1.15E-02,-2.96E-05,-2.96E-05,-0.33598336,0.255245209
9.252,-2.88E-03,-3.02E-05,8.68E-03,2.50E-05,-1.14E-02,-2.93E-05,-2.93E-05,-0.331861143,0.251982842
9.253,-2.83E-03,-2.99E-05,8.63E-03,2.47E-05,-1.14E-02,-2.90E-05,-2.90E-05,-0.327734553,0.248722487
9.254,-2.78E-03,-2.96E-05,8.59E-03,2.44E-05,-1.13E-02,-2.88E-05,-2.88E-05,-0.323603633,0.245464098
9.255,-2.73E-03,-2.94E-05,8.55E-03,2.42E-05,-1.13E-02,-2.85E-05,-2.85E-05,-0.319468425,0.242207627
9.256,-2.68E-03,-2.91E-05,8.51E-03,2.39E-05,-1.12E-02,-2.82E-05,-2.82E-05,-0.315328971,0.238953028
9.257,-2.64E-03,-2.88E-05,8.47E-03,2.37E-05,-1.12E-02,-2.80E-05,-2.80E-05,-0.311185313,0.235700254
9.258,-2.59E-03,-2.86E-05,8.43E-03,2.34E-05,-1.11E-02,-2.77E-05,-2.77E-05,-0.307037493,0.232449257
9.259,-2.54E-03,-2.83E-05,8.39E-03,2.32E-05,-1.11E-02,-2.75E-05,-2.75E-05,-0.302885552,0.229199993
9.26,-2.49E-03,-2.81E-05,8.35E-03,2.29E-05,-1.10E-02,-2.72E-05,-2.72E-05,-0.298729534,0.225952415
9.261,-2.45E-03,-2.78E-05,8.31E-03,2.27E-05,-1.10E-02,-2.70E-05,-2.70E-05,-0.29456948,0.222706475
9.262,-2.40E-03,-2.76E-05,8.28E-03,2.24E-05,-1.10E-02,-2.68E-05,-2.68E-05,-0.290405433,0.219462129
9.263,-2.36E-03,-2.74E-05,8.24E-03,2.22E-05,-1.09E-02,-2.65E-05,-2.65E-05,-0.286237434,0.216219331
9.264,-2.31E-03,-2.71E-05,8.20E-03,2.20E-05,-1.09E-02,-2.63E-05,-2.63E-05,-0.282065526,0.212978035
9.265,-2.27E-03,-2.69E-05,8.16E-03,2.17E-05,-1.08E-02,-2.61E-05,-2.61E-05,-0.27788975,0.209738194
9.266,-2.22E-03,-2.67E-05,8.13E-03,2.15E-05,-1.08E-02,-2.58E-05,-2.58E-05,-0.27371015,0.206499764
9.267,-2.18E-03,-2.65E-05,8.09E-03,2.13E-05,-1.07E-02,-2.56E-05,-2.56E-05,-0.269526767,0.203262699
9.268,-2.14E-03,-2.63E-05,8.05E-03,2.11E-05,-1.07E-02,-2.54E-05,-2.54E-05,-0.265339643,0.200026953
9.269,-2.09E-03,-2.60E-05,8.02E-03,2.08E-05,-1.06E-02,-2.52E-05,-2.52E-05,-0.261148822,0.196792483
9.27,-2.05E-03,-2.58E-05,7.98E-03,2.06E-05,-1.06E-02,-2.50E-05,-2.50E-05,-0.256954344,0.193559242
9.271,-2.01E-03,-2.56E-05,7.95E-03,2.04E-05,-1.06E-02,-2.48E-05,-2.48E-05,-0.252756252,0.190327185
9.272,-1.97E-03,-2.54E-05,7.91E-03,2.02E-05,-1.05E-02,-2.46E-05,-2.46E-05,-0.248554589,0.187096268
9.273,-1.93E-03,-2.52E-05,7.88E-03,2.00E-05,-1.05E-02,-2.44E-05,-2.44E-05,-0.244349397,0.183866445
9.274,-1.88E-03,-2.50E-05,7.85E-03,1.98E-05,-1.04E-02,-2.42E-05,-2.42E-05,-0.240140718,0.180637673
9.275,-1.84E-03,-2.48E-05,7.81E-03,1.96E-05,-1.04E-02,-2.40E-05,-2.40E-05,-0.235928594,0.177409906
9.276,-1.80E-03,-2.46E-05,7.78E-03,1.94E-05,-1.03E-02,-2.38E-05,-2.38E-05,-0.231713068,0.1741831
9.277,-1.76E-03,-2.44E-05,7.75E-03,1.92E-05,-1.03E-02,-2.36E-05,-2.36E-05,-0.227494182,0.17095721
9.278,-1.72E-03,-2.42E-05,7.71E-03,1.90E-05,-1.03E-02,-2.34E-05,-2.34E-05,-0.223271979,0.167732193
9.279,-1.68E-03,-2.40E-05,7.68E-03,1.88E-05,-1.02E-02,-2.32E-05,-2.32E-05,-0.2190465,0.164508003
9.28,-1.64E-03,-2.39E-05,7.65E-03,1.86E-05,-1.02E-02,-2.30E-05,-2.30E-05,-0.214817788,0.161284597
9.281,-1.60E-03,-2.37E-05,7.62E-03,1.85E-05,-1.02E-02,-2.28E-05,-2.28E-05,-0.210585886,0.158061931
9.282,-1.57E-03,-2.35E-05,7.59E-03,1.83E-05,-1.01E-02,-2.26E-05,-2.26E-05,-0.206350836,0.154839959
9.283,-1.53E-03,-2.33E-05,7.56E-03,1.81E-05,-1.01E-02,-2.25E-05,-2.25E-05,-0.20211268,0.151618639
9.284,-1.49E-03,-2.31E-05,7.53E-03,1.79E-05,-1.00E-02,-2.23E-05,-2.23E-05,-0.197871461,0.148397927
9.285,-1.45E-03,-2.30E-05,7.50E-03,1.77E-05,-1.00E-02,-2.21E-05,-2.21E-05,-0.193627221,0.145177777
9.286,-1.41E-03,-2.28E-05,7.47E-03,1.76E-05,-9.96E-03,-2.19E-05,-2.19E-05,-0.189380003,0.141958148
9.287,-1.38E-03,-2.26E-05,7.44E-03,1.74E-05,-9.92E-03,-2.18E-05,-2.18E-05,-0.185129849,0.138738994
9.288,-1.34E-03,-2.25E-05,7.41E-03,1.72E-05,-9.89E-03,-2.16E-05,-2.16E-05,-0.180876801,0.135520273
9.289,-1.30E-03,-2.23E-05,7.38E-03,1.71E-05,-9.85E-03,-2.14E-05,-2.14E-05,-0.176620902,0.13230194
9.29,-1.27E-03,-2.21E-05,7.35E-03,1.69E-05,-9.81E-03,-2.13E-05,-2.13E-05,-0.172362194,0.129083951
9.291,-1.23E-03,-2.20E-05,7.32E-03,1.67E-05,-9.78E-03,-2.11E-05,-2.11E-05,-0.16810072,0.125866264
9.292,-1.19E-03,-2.18E-05,7.29E-03,1.66E-05,-9.74E-03,-2.10E-05,-2.10E-05,-0.163836523,0.122648835
9.293,-1.16E-03,-2.17E-05,7.26E-03,1.64E-05,-9.71E-03,-2.08E-05,-2.08E-05,-0.159569644,0.11943162
9.294,-1.12E-03,-2.15E-05,7.24E-03,1.63E-05,-9.67E-03,-2.07E-05,-2.07E-05,-0.155300127,0.116214575
9.295,-1.09E-03,-2.14E-05,7.21E-03,1.61E-05,-9.64E-03,-2.05E-05,-2.05E-05,-0.151028013,0.112997657
9.296,-1.05E-03,-2.12E-05,7.18E-03,1.60E-05,-9.60E-03,-2.04E-05,-2.04E-05,-0.146753346,0.109780824
9.297,-1.02E-03,-2.11E-05,7.16E-03,1.58E-05,-9.57E-03,-2.02E-05,-2.02E-05,-0.142476168,0.10656403
9.298,-9.85E-04,-2.09E-05,7.13E-03,1.57E-05,-9.53E-03,-2.01E-05,-2.01E-05,-0.13819652,0.103347234
9.299,-9.51E-04,-2.08E-05,7.10E-03,1.55E-05,-9.50E-03,-1.99E-05,-1.99E-05,-0.133914447,0.100130391
9.3,-9.17E-04,-2.06E-05,7.08E-03,1.54E-05,-9.46E-03,-1.98E-05,-1.98E-05,-0.12962999,0.096913459
9.301,-8.84E-04,-2.05E-05,7.05E-03,1.52E-05,-9.43E-03,-1.96E-05,-1.96E-05,-0.125343192,0.093696393
9.302,-8.50E-04,-2.04E-05,7.02E-03,1.51E-05,-9.40E-03,-1.95E-05,-1.95E-05,-0.121054095,0.090479151
9.303,-8.17E-04,-2.02E-05,7.00E-03,1.50E-05,-9.36E-03,-1.94E-05,-1.94E-05,-0.116762742,0.08726169
9.304,-7.84E-04,-2.01E-05,6.97E-03,1.48E-05,-9.33E-03,-1.92E-05,-1.92E-05,-0.112469176,0.084043965
9.305,-7.52E-04,-2.00E-05,6.95E-03,1.47E-05,-9.30E-03,-1.91E-05,-1.91E-05,-0.108173438,0.080825934
9.306,-7.19E-04,-1.98E-05,6.92E-03,1.45E-05,-9.27E-03,-1.90E-05,-1.90E-05,-0.103875573,0.077607553
9.307,-6.87E-04,-1.97E-05,6.90E-03,1.44E-05,-9.23E-03,-1.88E-05,-1.88E-05,-0.099575621,0.074388779
9.308,-6.55E-04,-1.96E-05,6.87E-03,1.43E-05,-9.20E-03,-1.87E-05,-1.87E-05,-0.095273626,0.07116957
9.309,-6.23E-04,-1.94E-05,6.85E-03,1.41E-05,-9.17E-03,-1.86E-05,-1.86E-05,-0.09096963,0.06794988
9.31,-5.92E-04,-1.93E-05,6.83E-03,1.40E-05,-9.14E-03,-1.85E-05,-1.85E-05,-0.086663676,0.064729667
9.311,-5.60E-04,-1.92E-05,6.80E-03,1.39E-05,-9.11E-03,-1.83E-05,-1.83E-05,-0.082355806,0.061508889
9.312,-5.29E-04,-1.91E-05,6.78E-03,1.38E-05,-9.08E-03,-1.82E-05,-1.82E-05,-0.078046063,0.0582875
9.313,-4.98E-04,-1.89E-05,6.75E-03,1.36E-05,-9.05E-03,-1.81E-05,-1.81E-05,-0.07373449,0.055065459
9.314,-4.67E-04,-1.88E-05,6.73E-03,1.35E-05,-9.01E-03,-1.80E-05,-1.80E-05,-0.069421128,0.051842721
9.315,-4.37E-04,-1.87E-05,6.71E-03,1.34E-05,-8.98E-03,-1.79E-05,-1.79E-05,-0.065106021,0.048619243
9.316,-4.06E-04,-1.86E-05,6.69E-03,1.33E-05,-8.95E-03,-1.77E-05,-1.77E-05,-0.060789212,0.045394981
9.317,-3.76E-04,-1.85E-05,6.66E-03,1.32E-05,-8.92E-03,-1.76E-05,-1.76E-05,-0.056470741,0.042169893
9.318,-3.46E-04,-1.84E-05,6.64E-03,1.30E-05,-8.89E-03,-1.75E-05,-1.75E-05,-0.052150653,0.038943934
9.319,-3.17E-04,-1.83E-05,6.62E-03,1.29E-05,-8.86E-03,-1.74E-05,-1.74E-05,-0.04782899,0.035717062
9.32,-2.87E-04,-1.81E-05,6.60E-03,1.28E-05,-8.83E-03,-1.73E-05,-1.73E-05,-0.043505795,0.032489231
9.321,-2.58E-04,-1.80E-05,6.58E-03,1.27E-05,-8.80E-03,-1.72E-05,-1.72E-05,-0.039181109,0.0292604
9.322,-2.28E-04,-1.79E-05,6.55E-03,1.26E-05,-8.78E-03,-1.71E-05,-1.71E-05,-0.034854975,0.026030523
9.323,-1.99E-04,-1.78E-05,6.53E-03,1.25E-05,-8.75E-03,-1.70E-05,-1.70E-05,-0.030527437,0.022799557
9.324,-1.71E-04,-1.77E-05,6.51E-03,1.24E-05,-8.72E-03,-1.69E-05,-1.69E-05,-0.026198536,0.019567459
9.325,-1.42E-04,-1.76E-05,6.49E-03,1.23E-05,-8.69E-03,-1.67E-05,-1.67E-05,-0.021868315,0.016334185
9.326,-1.13E-04,-1.75E-05,6.47E-03,1.22E-05,-8.66E-03,-1.66E-05,-1.66E-05,-0.017536817,0.01309969
9.327,-8.51E-05,-1.74E-05,6.45E-03,1.21E-05,-8.63E-03,-1.65E-05,-1.65E-05,-0.013204085,0.009863931
9.328,-5.70E-05,-1.73E-05,6.43E-03,1.19E-05,-8.60E-03,-1.64E-05,-1.64E-05,-0.00887016,0.006626864
9.329,-2.91E-05,-1.72E-05,6.41E-03,1.18E-05,-8.58E-03,-1.63E-05,-1.63E-05,-0.004535085,0.003388444
9.33,-1.27E-06,-1.71E-05,6.39E-03,1.17E-05,-8.55E-03,-1.62E-05,-1.62E-05,-0.000198903,0.000148627
9.331,2.64E-05,-1.70E-05,6.37E-03,1.16E-05,-8.52E-03,-1.61E-05,-1.61E-05,0.004138344,-0.003092631
9.332,5.38E-05,-1.69E-05,6.35E-03,1.15E-05,-8.49E-03,-1.60E-05,-1.60E-05,0.008476613,-0.006335374
9.333,8.11E-05,-1.68E-05,6.33E-03,1.14E-05,-8.47E-03,-1.60E-05,-1.60E-05,0.012815861,-0.009579646
9.334,1.08E-04,-1.67E-05,6.31E-03,1.13E-05,-8.44E-03,-1.59E-05,-1.59E-05,0.017156047,-0.012825493
9.335,1.35E-04,-1.66E-05,6.29E-03,1.12E-05,-8.41E-03,-1.58E-05,-1.58E-05,0.021497127,-0.016072958
9.336,1.62E-04,-1.65E-05,6.27E-03,1.12E-05,-8.38E-03,-1.57E-05,-1.57E-05,0.025839059,-0.019322087
9.337,1.89E-04,-1.64E-05,6.25E-03,1.11E-05,-8.36E-03,-1.56E-05,-1.56E-05,0.0301818,-0.022572923
9.338,2.15E-04,-1.63E-05,6.23E-03,1.10E-05,-8.33E-03,-1.55E-05,-1.55E-05,0.034525309,-0.025825513
9.339,2.42E-04,-1.63E-05,6.21E-03,1.09E-05,-8.31E-03,-1.54E-05,-1.54E-05,0.038869543,-0.029079901
9.34,2.68E-04,-1.62E-05,6.20E-03,1.08E-05,-8.28E-03,-1.53E-05,-1.53E-05,0.043214458,-0.032336131
9.341,2.94E-04,-1.61E-05,6.18E-03,1.07E-05,-8.25E-03,-1.52E-05,-1.52E-05,0.047560013,-0.035594249
9.342,3.20E-04,-1.60E-05,6.16E-03,1.06E-05,-8.23E-03,-1.51E-05,-1.51E-05,0.051906166,-0.038854301
9.343,3.45E-04,-1.59E-05,6.14E-03,1.05E-05,-8.20E-03,-1.50E-05,-1.50E-05,0.056252873,-0.042116332
9.344,3.71E-04,-1.58E-05,6.12E-03,1.04E-05,-8.18E-03,-1.50E-05,-1.50E-05,0.060600092,-0.045380386
9.345,3.96E-04,-1.57E-05,6.10E-03,1.03E-05,-8.15E-03,-1.49E-05,-1.49E-05,0.064947781,-0.04864651
9.346,4.22E-04,-1.57E-05,6.09E-03,1.02E-05,-8.13E-03,-1.48E-05,-1.48E-05,0.069295898,-0.051914749
9.347,4.47E-04,-1.56E-05,6.07E-03,1.02E-05,-8.10E-03,-1.47E-05,-1.47E-05,0.0736444,-0.05518515
9.348,4.72E-04,-1.55E-05,6.05E-03,1.01E-05,-8.07E-03,-1.46E-05,-1.46E-05,0.077993244,-0.058457758
9.349,4.97E-04,-1.54E-05,6.04E-03,9.99E-06,-8.05E-03,-1.46E-05,-1.46E-05,0.082342388,-0.061732618
9.35,5.22E-04,-1.53E-05,6.02E-03,9.90E-06,-8.03E-03,-1.45E-05,-1.45E-05,0.08669179,-0.065009778
9.351,5.46E-04,-1.53E-05,6.00E-03,9.82E-06,-8.00E-03,-1.44E-05,-1.44E-05,0.091041408,-0.068289284
9.352,5.71E-04,-1.52E-05,5.98E-03,9.74E-06,-7.98E-03,-1.43E-05,-1.43E-05,0.095391198,-0.071571182
9.353,5.95E-04,-1.51E-05,5.97E-03,9.66E-06,-7.95E-03,-1.42E-05,-1.42E-05,0.099741119,-0.074855518
9.354,6.19E-04,-1.50E-05,5.95E-03,9.58E-06,-7.93E-03,-1.42E-05,-1.42E-05,0.104091128,-0.07814234
9.355,6.44E-04,-1.50E-05,5.93E-03,9.50E-06,-7.90E-03,-1.41E-05,-1.41E-05,0.108441183,-0.081431694
9.356,6.68E-04,-1.49E-05,5.92E-03,9.42E-06,-7.88E-03,-1.40E-05,-1.40E-05,0.112791242,-0.084723628
9.357,6.91E-04,-1.48E-05,5.90E-03,9.34E-06,-7.86E-03,-1.39E-05,-1.39E-05,0.117141262,-0.088018188
9.358,7.15E-04,-1.47E-05,5.89E-03,9.26E-06,-7.83E-03,-1.39E-05,-1.39E-05,0.121491201,-0.091315422
9.359,7.39E-04,-1.47E-05,5.87E-03,9.19E-06,-7.81E-03,-1.38E-05,-1.38E-05,0.125841017,-0.094615377
9.36,7.62E-04,-1.46E-05,5.86E-03,9.11E-06,-7.78E-03,-1.37E-05,-1.37E-05,0.130190667,-0.097918101
9.361,7.86E-04,-1.45E-05,5.84E-03,9.04E-06,-7.76E-03,-1.37E-05,-1.37E-05,0.134540109,-0.101223642
9.362,8.09E-04,-1.44E-05,5.82E-03,8.96E-06,-7.74E-03,-1.36E-05,-1.36E-05,0.138889301,-0.104532048
9.363,8.32E-04,-1.44E-05,5.81E-03,8.89E-06,-7.71E-03,-1.35E-05,-1.35E-05,0.1432382,-0.107843367
9.364,8.55E-04,-1.43E-05,5.79E-03,8.82E-06,-7.69E-03,-1.35E-05,-1.35E-05,0.147586765,-0.111157647
9.365,8.78E-04,-1.42E-05,5.78E-03,8.74E-06,-7.67E-03,-1.34E-05,-1.34E-05,0.151934953,-0.114474937
9.366,9.01E-04,-1.42E-05,5.76E-03,8.67E-06,-7.65E-03,-1.33E-05,-1.33E-05,0.156282721,-0.117795286
9.367,9.23E-04,-1.41E-05,5.75E-03,8.60E-06,-7.62E-03,-1.32E-05,-1.32E-05,0.160630029,-0.121118742
9.368,9.46E-04,-1.40E-05,5.73E-03,8.53E-06,-7.60E-03,-1.32E-05,-1.32E-05,0.164976833,-0.124445354
9.369,9.68E-04,-1.40E-05,5.72E-03,8.46E-06,-7.58E-03,-1.31E-05,-1.31E-05,0.169323091,-0.127775173
9.37,9.91E-04,-1.39E-05,5.70E-03,8.39E-06,-7.56E-03,-1.31E-05,-1.31E-05,0.173668762,-0.131108246
9.371,1.01E-03,-1.39E-05,5.69E-03,8.32E-06,-7.53E-03,-1.30E-05,-1.30E-05,0.178013802,-0.134444625
9.372,1.04E-03,-1.38E-05,5.68E-03,8.25E-06,-7.51E-03,-1.29E-05,-1.29E-05,0.182358171,-0.137784358
9.373,1.06E-03,-1.37E-05,5.66E-03,8.19E-06,-7.49E-03,-1.29E-05,-1.29E-05,0.186701825,-0.141127496
9.374,1.08E-03,-1.37E-05,5.65E-03,8.12E-06,-7.47E-03,-1.28E-05,-1.28E-05,0.191044723,-0.14447409
9.375,1.10E-03,-1.36E-05,5.63E-03,8.05E-06,-7.45E-03,-1.27E-05,-1.27E-05,0.195386823,-0.147824189
9.376,1.12E-03,-1.35E-05,5.62E-03,7.99E-06,-7.42E-03,-1.27E-05,-1.27E-05,0.199728082,-0.151177844
9.377,1.14E-03,-1.35E-05,5.61E-03,7.92E-06,-7.40E-03,-1.26E-05,-1.26E-05,0.204068459,-0.154535107
9.378,1.17E-03,-1.34E-05,5.59E-03,7.86E-06,-7.38E-03,-1.26E-05,-1.26E-05,0.208407912,-0.157896029
9.379,1.19E-03,-1.34E-05,5.58E-03,7.80E-06,-7.36E-03,-1.25E-05,-1.25E-05,0.212746398,-0.16126066
9.38,1.21E-03,-1.33E-05,5.57E-03,7.73E-06,-7.34E-03,-1.24E-05,-1.24E-05,0.217083875,-0.164629053
9.381,1.23E-03,-1.33E-05,5.55E-03,7.67E-06,-7.32E-03,-1.24E-05,-1.24E-05,0.221420303,-0.168001259
9.382,1.25E-03,-1.32E-05,5.54E-03,7.61E-06,-7.30E-03,-1.23E-05,-1.23E-05,0.225755638,-0.171377331
9.383,1.27E-03,-1.31E-05,5.53E-03,7.55E-06,-7.28E-03,-1.23E-05,-1.23E-05,0.230089838,-0.17475732
9.384,1.29E-03,-1.31E-05,5.51E-03,7.49E-06,-7.25E-03,-1.22E-05,-1.22E-05,0.234422863,-0.178141281
9.385,1.31E-03,-1.30E-05,5.50E-03,7.42E-06,-7.23E-03,-1.22E-05,-1.22E-05,0.238754669,-0.181529264
9.386,1.33E-03,-1.30E-05,5.49E-03,7.36E-06,-7.21E-03,-1.21E-05,-1.21E-05,0.243085215,-0.184921324
9.387,1.35E-03,-1.29E-05,5.47E-03,7.31E-06,-7.19E-03,-1.21E-05,-1.21E-05,0.24741446,-0.188317515
9.388,1.38E-03,-1.29E-05,5.46E-03,7.25E-06,-7.17E-03,-1.20E-05,-1.20E-05,0.251742361,-0.191717888
9.389,1.40E-03,-1.28E-05,5.45E-03,7.19E-06,-7.15E-03,-1.20E-05,-1.20E-05,0.256068876,-0.195122499
9.39,1.42E-03,-1.28E-05,5.44E-03,7.13E-06,-7.13E-03,-1.19E-05,-1.19E-05,0.260393964,-0.198531402
9.391,1.44E-03,-1.27E-05,5.42E-03,7.07E-06,-7.11E-03,-1.18E-05,-1.18E-05,0.264717583,-0.201944651
9.392,1.46E-03,-1.27E-05,5.41E-03,7.01E-06,-7.09E-03,-1.18E-05,-1.18E-05,0.269039692,-0.205362301
9.393,1.48E-03,-1.26E-05,5.40E-03,6.96E-06,-7.07E-03,-1.17E-05,-1.17E-05,0.273360247,-0.208784407
9.394,1.50E-03,-1.26E-05,5.39E-03,6.90E-06,-7.05E-03,-1.17E-05,-1.17E-05,0.277679209,-0.212211024
9.395,1.52E-03,-1.25E-05,5.38E-03,6.85E-06,-7.03E-03,-1.16E-05,-1.16E-05,0.281996535,-0.215642208
9.396,1.54E-03,-1.25E-05,5.36E-03,6.79E-06,-7.01E-03,-1.16E-05,-1.16E-05,0.286312182,-0.219078015
9.397,1.56E-03,-1.24E-05,5.35E-03,6.74E-06,-6.99E-03,-1.15E-05,-1.15E-05,0.290626111,-0.222518501
