FREQ, UX_2, , UX_3, , UX_4,,,,
, REAL, IMAGINARY, REAL, IMAGINARY, REAL, IMAGINARY,,,
0.197,-0.607111197,-5.28E-08,-0.64153279,2.05E-08,-0.615658205,-3.48E-08,-3.48E-08,0.946344764,0.986117284
0.198,-0.60074375,-5.31E-08,-0.635167744,2.06E-08,-0.609290758,-3.49E-08,-3.49E-08,0.945803303,0.985972201
0.199,-0.594472027,-5.34E-08,-0.628898436,2.07E-08,-0.603019036,-3.51E-08,-3.51E-08,0.945259191,0.985826303
0.2,-0.588294119,-5.37E-08,-0.622722954,2.08E-08,-0.596841128,-3.53E-08,-3.53E-08,0.944712436,0.985679591
0.201,-0.582208163,-5.39E-08,-0.616639438,2.09E-08,-0.590755172,-3.55E-08,-3.55E-08,0.944163035,0.985532062
0.202,-0.576212343,-5.42E-08,-0.61064607,2.10E-08,-0.584759352,-3.57E-08,-3.57E-08,0.943610991,0.985383716
0.203,-0.570304887,-5.45E-08,-0.604741078,2.11E-08,-0.578851895,-3.58E-08,-3.58E-08,0.943056306,0.985234551
0.204,-0.564484066,-5.48E-08,-0.598922734,2.13E-08,-0.573031074,-3.60E-08,-3.60E-08,0.94249898,0.985084565
0.205,-0.558748193,-5.50E-08,-0.593189352,2.14E-08,-0.567295202,-3.62E-08,-3.62E-08,0.941939013,0.984933754
0.206,-0.553095625,-5.53E-08,-0.587539286,2.15E-08,-0.561642633,-3.64E-08,-3.64E-08,0.941376412,0.984782124
0.207,-0.547524753,-5.56E-08,-0.58197093,2.16E-08,-0.556071762,-3.66E-08,-3.66E-08,0.940811172,0.984629665
0.208,-0.542034011,-5.59E-08,-0.576482717,2.17E-08,-0.55058102,-3.68E-08,-3.68E-08,0.940243298,0.984476383
0.209,-0.536621869,-5.61E-08,-0.571073116,2.18E-08,-0.545168878,-3.69E-08,-3.69E-08,0.939672791,0.984322273
0.21,-0.531286834,-5.64E-08,-0.565740634,2.19E-08,-0.539833842,-3.71E-08,-3.71E-08,0.939099655,0.984167336
0.211,-0.526027446,-5.67E-08,-0.560483812,2.20E-08,-0.534574454,-3.73E-08,-3.73E-08,0.938523887,0.984011567
0.212,-0.520842281,-5.70E-08,-0.555301227,2.21E-08,-0.52938929,-3.75E-08,-3.75E-08,0.937945489,0.983854964
0.213,-0.51572995,-5.72E-08,-0.550191488,2.22E-08,-0.524276958,-3.77E-08,-3.77E-08,0.937364465,0.983697533
0.214,-0.510689093,-5.75E-08,-0.545153235,2.24E-08,-0.519236102,-3.79E-08,-3.79E-08,0.936780817,0.983539263
0.215,-0.505718384,-5.78E-08,-0.540185144,2.25E-08,-0.514265392,-3.80E-08,-3.80E-08,0.936194543,0.983380161
0.216,-0.500816527,-5.81E-08,-0.535285917,2.26E-08,-0.509363535,-3.82E-08,-3.82E-08,0.935605648,0.98322022
0.217,-0.495982255,-5.83E-08,-0.530454288,2.27E-08,-0.504529263,-3.84E-08,-3.84E-08,0.935014131,0.98305944
0.218,-0.49121433,-5.86E-08,-0.52568902,2.28E-08,-0.499761339,-3.86E-08,-3.86E-08,0.934419992,0.982897819
0.219,-0.486511545,-5.89E-08,-0.520988903,2.29E-08,-0.495058554,-3.88E-08,-3.88E-08,0.933823239,0.982735357
0.22,-0.481872717,-5.92E-08,-0.516352757,2.30E-08,-0.490419725,-3.90E-08,-3.90E-08,0.933223868,0.982572055
0.221,-0.47729669,-5.94E-08,-0.511779425,2.31E-08,-0.485843699,-3.91E-08,-3.91E-08,0.932621881,0.982407904
0.222,-0.472782336,-5.97E-08,-0.507267778,2.32E-08,-0.481329345,-3.93E-08,-3.93E-08,0.932017283,0.982242909
0.223,-0.468328552,-6.00E-08,-0.502816713,2.33E-08,-0.47687556,-3.95E-08,-3.95E-08,0.931410074,0.982077068
0.224,-0.463934256,-6.03E-08,-0.498425151,2.35E-08,-0.472481265,-3.97E-08,-3.97E-08,0.930800252,0.981910375
0.225,-0.459598395,-6.05E-08,-0.494092036,2.36E-08,-0.468145404,-3.99E-08,-3.99E-08,0.930187822,0.981742833
0.226,-0.455319936,-6.08E-08,-0.489816335,2.37E-08,-0.463866945,-4.01E-08,-4.01E-08,0.929572788,0.981574438
0.227,-0.45109787,-6.11E-08,-0.485597041,2.38E-08,-0.459644878,-4.02E-08,-4.02E-08,0.928955146,0.981405193
0.228,-0.446931209,-6.14E-08,-0.481433164,2.39E-08,-0.455478218,-4.04E-08,-4.04E-08,0.928334902,0.981235087
0.229,-0.442818988,-6.16E-08,-0.477323741,2.40E-08,-0.451365996,-4.06E-08,-4.06E-08,0.927712054,0.98106413
0.23,-0.438760262,-6.19E-08,-0.473267825,2.41E-08,-0.44730727,-4.08E-08,-4.08E-08,0.927086607,0.980892311
0.231,-0.434754106,-6.22E-08,-0.469264492,2.42E-08,-0.443301114,-4.10E-08,-4.10E-08,0.926458561,0.980719633
0.232,-0.430799616,-6.25E-08,-0.465312838,2.44E-08,-0.439346624,-4.12E-08,-4.12E-08,0.925827918,0.980546094
0.233,-0.426895906,-6.27E-08,-0.461411978,2.45E-08,-0.435442915,-4.14E-08,-4.14E-08,0.925194677,0.980371689
0.234,-0.423042111,-6.30E-08,-0.457561045,2.46E-08,-0.43158912,-4.15E-08,-4.15E-08,0.924558844,0.980196422
0.235,-0.419237382,-6.33E-08,-0.453759191,2.47E-08,-0.427784391,-4.17E-08,-4.17E-08,0.923920419,0.980020288
0.236,-0.41548089,-6.36E-08,-0.450005587,2.48E-08,-0.424027899,-4.19E-08,-4.19E-08,0.923279404,0.979843286
0.237,-0.411771822,-6.39E-08,-0.44629942,2.49E-08,-0.420318831,-4.21E-08,-4.21E-08,0.922635799,0.979665415
0.238,-0.408109382,-6.41E-08,-0.442639894,2.50E-08,-0.416656391,-4.23E-08,-4.23E-08,0.921989607,0.979486673
0.239,-0.404492792,-6.44E-08,-0.439026231,2.51E-08,-0.4130398,-4.25E-08,-4.25E-08,0.92134083,0.97930706
0.24,-0.400921289,-6.47E-08,-0.435457667,2.52E-08,-0.409468297,-4.27E-08,-4.27E-08,0.920689471,0.97912657
0.241,-0.397394125,-6.50E-08,-0.431933457,2.54E-08,-0.405941134,-4.28E-08,-4.28E-08,0.920035525,0.978945201
0.242,-0.39391057,-6.52E-08,-0.428452868,2.55E-08,-0.402457579,-4.30E-08,-4.30E-08,0.919379002,0.978762957
0.243,-0.390469907,-6.55E-08,-0.425015184,2.56E-08,-0.399016916,-4.32E-08,-4.32E-08,0.918719899,0.978579833
0.244,-0.387071435,-6.58E-08,-0.421619703,2.57E-08,-0.395618443,-4.34E-08,-4.34E-08,0.918058222,0.97839583
0.245,-0.383714465,-6.61E-08,-0.418265738,2.58E-08,-0.392261473,-4.36E-08,-4.36E-08,0.917393968,0.978210942
0.246,-0.380398324,-6.64E-08,-0.414952616,2.59E-08,-0.388945332,-4.38E-08,-4.38E-08,0.916727138,0.978025169
0.247,-0.377122352,-6.66E-08,-0.411679675,2.60E-08,-0.38566936,-4.40E-08,-4.40E-08,0.916057738,0.977838509
0.248,-0.373885902,-6.69E-08,-0.40844627,2.62E-08,-0.382432911,-4.41E-08,-4.41E-08,0.915385767,0.977650958
0.249,-0.370688342,-6.72E-08,-0.405251767,2.63E-08,-0.37923535,-4.43E-08,-4.43E-08,0.914711229,0.977462523
0.25,-0.367529048,-6.75E-08,-0.402095544,2.64E-08,-0.376076057,-4.45E-08,-4.45E-08,0.914034123,0.97727319
0.251,-0.364407414,-6.78E-08,-0.398976993,2.65E-08,-0.372954423,-4.47E-08,-4.47E-08,0.913354455,0.977082967
0.252,-0.361322842,-6.80E-08,-0.395895518,2.66E-08,-0.36986985,-4.49E-08,-4.49E-08,0.912672222,0.97689185
0.253,-0.358274747,-6.83E-08,-0.392850533,2.67E-08,-0.366821755,-4.51E-08,-4.51E-08,0.911987428,0.976699833
0.254,-0.355262556,-6.86E-08,-0.389841465,2.68E-08,-0.363809564,-4.53E-08,-4.53E-08,0.911300074,0.976506918
0.255,-0.352285706,-6.89E-08,-0.386867751,2.69E-08,-0.360832715,-4.55E-08,-4.55E-08,0.910610164,0.976313098
0.256,-0.349343647,-6.91E-08,-0.383928841,2.71E-08,-0.357890655,-4.56E-08,-4.56E-08,0.909917697,0.976118382
0.257,-0.346435838,-6.94E-08,-0.381024195,2.72E-08,-0.354982846,-4.58E-08,-4.58E-08,0.909222675,0.975922758
0.258,-0.343561748,-6.97E-08,-0.378153281,2.73E-08,-0.352108756,-4.60E-08,-4.60E-08,0.908525101,0.975726227
0.259,-0.340720858,-7.00E-08,-0.37531558,2.74E-08,-0.349267867,-4.62E-08,-4.62E-08,0.907824978,0.975528785
0.26,-0.337912658,-7.03E-08,-0.372510582,2.75E-08,-0.346459667,-4.64E-08,-4.64E-08,0.907122306,0.975330436
0.261,-0.335136648,-7.05E-08,-0.369737787,2.76E-08,-0.343683657,-4.66E-08,-4.66E-08,0.906417087,0.975131174
0.262,-0.332392337,-7.08E-08,-0.366996705,2.77E-08,-0.340939346,-4.68E-08,-4.68E-08,0.905709322,0.974930998
0.263,-0.329679244,-7.11E-08,-0.364286854,2.79E-08,-0.338226253,-4.70E-08,-4.70E-08,0.904999015,0.974729907
0.264,-0.326996897,-7.14E-08,-0.361607762,2.80E-08,-0.335543906,-4.72E-08,-4.72E-08,0.904286167,0.974527897
0.265,-0.324344832,-7.17E-08,-0.358958965,2.81E-08,-0.332891841,-4.73E-08,-4.73E-08,0.90357078,0.974324967
0.266,-0.321722595,-7.19E-08,-0.356340009,2.82E-08,-0.330269604,-4.75E-08,-4.75E-08,0.902852856,0.974121115
0.267,-0.319129739,-7.22E-08,-0.353750448,2.83E-08,-0.327676748,-4.77E-08,-4.77E-08,0.902132395,0.97391634
0.268,-0.316565828,-7.25E-08,-0.351189845,2.84E-08,-0.325112836,-4.79E-08,-4.79E-08,0.901409402,0.973710641
0.269,-0.31403043,-7.28E-08,-0.348657768,2.85E-08,-0.322577438,-4.81E-08,-4.81E-08,0.900683876,0.973504012
0.27,-0.311523124,-7.31E-08,-0.346153798,2.87E-08,-0.320070133,-4.83E-08,-4.83E-08,0.899955817,0.973296449
0.271,-0.309043497,-7.34E-08,-0.343677518,2.88E-08,-0.317590506,-4.85E-08,-4.85E-08,0.899225235,0.973087958
0.272,-0.306591142,-7.36E-08,-0.341228525,2.89E-08,-0.31513815,-4.87E-08,-4.87E-08,0.898492123,0.972878536
0.273,-0.30416566,-7.39E-08,-0.338806417,2.90E-08,-0.312712668,-4.89E-08,-4.89E-08,0.897756491,0.972668175
0.274,-0.301766659,-7.42E-08,-0.336410804,2.91E-08,-0.310313667,-4.90E-08,-4.90E-08,0.897018334,0.972456875
0.275,-0.299393754,-7.45E-08,-0.334041301,2.92E-08,-0.307940763,-4.92E-08,-4.92E-08,0.896277655,0.972244633
0.276,-0.297046569,-7.48E-08,-0.331697531,2.94E-08,-0.305593578,-4.94E-08,-4.94E-08,0.895534459,0.972031451
0.277,-0.294724732,-7.50E-08,-0.329379122,2.95E-08,-0.303271741,-4.96E-08,-4.96E-08,0.894788747,0.971817325
0.278,-0.292427879,-7.53E-08,-0.32708571,2.96E-08,-0.300974888,-4.98E-08,-4.98E-08,0.894040522,0.971602252
0.279,-0.290155652,-7.56E-08,-0.324816939,2.97E-08,-0.298702661,-5.00E-08,-5.00E-08,0.89328978,0.971386231
0.28,-0.287907701,-7.59E-08,-0.322572456,2.98E-08,-0.296454709,-5.02E-08,-5.02E-08,0.892536531,0.971169262
0.281,-0.285683679,-7.62E-08,-0.320351916,2.99E-08,-0.294230688,-5.04E-08,-5.04E-08,0.891780772,0.970951334
0.282,-0.283483249,-7.65E-08,-0.318154981,3.01E-08,-0.292030258,-5.06E-08,-5.06E-08,0.891022508,0.970732454
0.283,-0.281306077,-7.67E-08,-0.315981318,3.02E-08,-0.289853085,-5.08E-08,-5.08E-08,0.890261737,0.97051262
0.284,-0.279151836,-7.70E-08,-0.313830599,3.03E-08,-0.287698844,-5.09E-08,-5.09E-08,0.889498465,0.970291824
0.285,-0.277020204,-7.73E-08,-0.311702503,3.04E-08,-0.285567213,-5.11E-08,-5.11E-08,0.88873269,0.970070062
0.286,-0.274910866,-7.76E-08,-0.309596714,3.05E-08,-0.283457875,-5.13E-08,-5.13E-08,0.887964418,0.96984734
0.287,-0.272823513,-7.79E-08,-0.307512923,3.06E-08,-0.281370521,-5.15E-08,-5.15E-08,0.887193651,0.969623655
0.288,-0.270757837,-7.82E-08,-0.305450824,3.08E-08,-0.279304846,-5.17E-08,-5.17E-08,0.886420385,0.969398995
0.289,-0.268713541,-7.84E-08,-0.303410118,3.09E-08,-0.27726055,-5.19E-08,-5.19E-08,0.885644628,0.969173368
0.29,-0.266690329,-7.87E-08,-0.301390509,3.10E-08,-0.275237338,-5.21E-08,-5.21E-08,0.884866381,0.968946768
0.291,-0.264687913,-7.90E-08,-0.29939171,3.11E-08,-0.273234922,-5.23E-08,-5.23E-08,0.884085645,0.968719192
0.292,-0.262706007,-7.93E-08,-0.297413434,3.12E-08,-0.271253016,-5.25E-08,-5.25E-08,0.883302423,0.96849064
0.293,-0.260744333,-7.96E-08,-0.295455404,3.13E-08,-0.269291341,-5.27E-08,-5.27E-08,0.882516716,0.968261111
0.294,-0.258802614,-7.99E-08,-0.293517343,3.15E-08,-0.267349623,-5.29E-08,-5.29E-08,0.881728525,0.968030593
0.295,-0.256880582,-8.01E-08,-0.291598981,3.16E-08,-0.26542759,-5.31E-08,-5.31E-08,0.880937859,0.967799097
0.296,-0.254977969,-8.04E-08,-0.289700054,3.17E-08,-0.263524978,-5.32E-08,-5.32E-08,0.880144706,0.967566608
0.297,-0.253094516,-8.07E-08,-0.287820299,3.18E-08,-0.261641525,-5.34E-08,-5.34E-08,0.879349083,0.967333133
0.298,-0.251229965,-8.10E-08,-0.28595946,3.19E-08,-0.259776974,-5.36E-08,-5.36E-08,0.878550984,0.967098666
0.299,-0.249384064,-8.13E-08,-0.284117284,3.21E-08,-0.257931072,-5.38E-08,-5.38E-08,0.877750415,0.966863209
0.3,-0.247556563,-8.16E-08,-0.282293523,3.22E-08,-0.256103572,-5.40E-08,-5.40E-08,0.876947372,0.966626748
0.301,-0.24574722,-8.18E-08,-0.280487933,3.23E-08,-0.254294229,-5.42E-08,-5.42E-08,0.876141862,0.966389292
0.302,-0.243955794,-8.21E-08,-0.278700273,3.24E-08,-0.252502803,-5.44E-08,-5.44E-08,0.87533389,0.966150835
0.303,-0.242182049,-8.24E-08,-0.276930308,3.25E-08,-0.250729057,-5.46E-08,-5.46E-08,0.874523452,0.965911378
0.304,-0.240425752,-8.27E-08,-0.275177805,3.27E-08,-0.24897276,-5.48E-08,-5.48E-08,0.873710552,0.965670911
0.305,-0.238686674,-8.30E-08,-0.273442535,3.28E-08,-0.247233683,-5.50E-08,-5.50E-08,0.872895192,0.965429431
0.306,-0.236964591,-8.33E-08,-0.271724274,3.29E-08,-0.2455116,-5.52E-08,-5.52E-08,0.872077373,0.965186944
0.307,-0.235259282,-8.36E-08,-0.2700228,3.30E-08,-0.243806291,-5.54E-08,-5.54E-08,0.871257101,0.964943444
0.308,-0.23357053,-8.38E-08,-0.268337897,3.31E-08,-0.242117538,-5.56E-08,-5.56E-08,0.870434376,0.964698931
0.309,-0.231898119,-8.41E-08,-0.266669349,3.33E-08,-0.240445128,-5.58E-08,-5.58E-08,0.869609199,0.964453391
0.31,-0.23024184,-8.44E-08,-0.265016946,3.34E-08,-0.238788848,-5.60E-08,-5.60E-08,0.868781576,0.964206838
0.311,-0.228601485,-8.47E-08,-0.263380481,3.35E-08,-0.237148493,-5.62E-08,-5.62E-08,0.867951505,0.963959257
0.312,-0.22697685,-8.50E-08,-0.26175975,3.36E-08,-0.235523858,-5.63E-08,-5.63E-08,0.86711899,0.963710649
0.313,-0.225367735,-8.53E-08,-0.260154553,3.37E-08,-0.233914743,-5.65E-08,-5.65E-08,0.866284032,0.963461012
0.314,-0.223773942,-8.56E-08,-0.258564692,3.39E-08,-0.23232095,-5.67E-08,-5.67E-08,0.865446633,0.963210343
0.315,-0.222195276,-8.59E-08,-0.256989972,3.40E-08,-0.230742285,-5.69E-08,-5.69E-08,0.864606795,0.962958636
0.316,-0.220631547,-8.61E-08,-0.255430203,3.41E-08,-0.229178556,-5.71E-08,-5.71E-08,0.863764521,0.962705896
0.317,-0.219082567,-8.64E-08,-0.253885196,3.42E-08,-0.227629575,-5.73E-08,-5.73E-08,0.862919818,0.96245212
0.318,-0.217548149,-8.67E-08,-0.252354765,3.43E-08,-0.226095157,-5.75E-08,-5.75E-08,0.862072682,0.962197297
0.319,-0.216028111,-8.70E-08,-0.250838729,3.45E-08,-0.22457512,-5.77E-08,-5.77E-08,0.861223113,0.961941425
0.32,-0.214522275,-8.73E-08,-0.249336907,3.46E-08,-0.223069283,-5.79E-08,-5.79E-08,0.860371124,0.961684514
0.321,-0.213030462,-8.76E-08,-0.247849124,3.47E-08,-0.221577471,-5.81E-08,-5.81E-08,0.859516703,0.961426543
0.322,-0.2115525,-8.79E-08,-0.246375205,3.48E-08,-0.220099509,-5.83E-08,-5.83E-08,0.858659864,0.961167524
0.323,-0.210088217,-8.82E-08,-0.244914978,3.49E-08,-0.218635225,-5.85E-08,-5.85E-08,0.857800608,0.960907452
0.324,-0.208637443,-8.84E-08,-0.243468275,3.51E-08,-0.217184451,-5.87E-08,-5.87E-08,0.85693893,0.960646317
0.325,-0.207200013,-8.87E-08,-0.24203493,3.52E-08,-0.215747022,-5.89E-08,-5.89E-08,0.856074836,0.960384116
0.326,-0.205775764,-8.90E-08,-0.24061478,3.53E-08,-0.214322772,-5.91E-08,-5.91E-08,0.855208329,0.960120859
0.327,-0.204364533,-8.93E-08,-0.239207662,3.54E-08,-0.212911542,-5.93E-08,-5.93E-08,0.854339411,0.959856526
0.328,-0.202966164,-8.96E-08,-0.23781342,3.56E-08,-0.211513172,-5.95E-08,-5.95E-08,0.853468084,0.959591131
0.329,-0.201580499,-8.99E-08,-0.236431895,3.57E-08,-0.210127507,-5.97E-08,-5.97E-08,0.852594355,0.959324659
0.33,-0.200207384,-9.02E-08,-0.235062936,3.58E-08,-0.208754392,-5.99E-08,-5.99E-08,0.851718214,0.959057111
0.331,-0.198846668,-9.05E-08,-0.233706389,3.59E-08,-0.207393677,-6.01E-08,-6.01E-08,0.850839675,0.958788478
0.332,-0.197498202,-9.08E-08,-0.232362106,3.60E-08,-0.206045211,-6.03E-08,-6.03E-08,0.849958736,0.958518769
0.333,-0.196161839,-9.10E-08,-0.23102994,3.62E-08,-0.204708848,-6.05E-08,-6.05E-08,0.849075401,0.958247975
0.334,-0.194837434,-9.13E-08,-0.229709746,3.63E-08,-0.203384442,-6.07E-08,-6.07E-08,0.848189671,0.957976097
0.335,-0.193524843,-9.16E-08,-0.228401381,3.64E-08,-0.202071852,-6.09E-08,-6.09E-08,0.847301545,0.957703119
0.336,-0.192223928,-9.19E-08,-0.227104705,3.65E-08,-0.200770937,-6.11E-08,-6.11E-08,0.846411033,0.957429053
0.337,-0.190934549,-9.22E-08,-0.22581958,3.67E-08,-0.199481557,-6.13E-08,-6.13E-08,0.84551813,0.957153894
0.338,-0.189656569,-9.25E-08,-0.224545868,3.68E-08,-0.198203578,-6.15E-08,-6.15E-08,0.844622841,0.956877625
0.339,-0.188389855,-9.28E-08,-0.223283436,3.69E-08,-0.196936864,-6.17E-08,-6.17E-08,0.84372517,0.956600258
0.34,-0.187134274,-9.31E-08,-0.222032152,3.70E-08,-0.195681283,-6.19E-08,-6.19E-08,0.842825115,0.956321786
0.341,-0.185889696,-9.34E-08,-0.220791884,3.72E-08,-0.194436704,-6.21E-08,-6.21E-08,0.841922686,0.956042209
0.342,-0.184655991,-9.37E-08,-0.219562504,3.73E-08,-0.193203,-6.23E-08,-6.23E-08,0.841017877,0.95576151
0.343,-0.183433034,-9.39E-08,-0.218343885,3.74E-08,-0.191980042,-6.25E-08,-6.25E-08,0.8401107,0.955479706
0.344,-0.182220698,-9.42E-08,-0.217135903,3.75E-08,-0.190767707,-6.27E-08,-6.27E-08,0.839201143,0.955196772
0.345,-0.181018862,-9.45E-08,-0.215938434,3.77E-08,-0.189565871,-6.29E-08,-6.29E-08,0.838289223,0.954912723
0.346,-0.179827404,-9.48E-08,-0.214751358,3.78E-08,-0.188374413,-6.31E-08,-6.31E-08,0.837374933,0.954627548
0.347,-0.178646205,-9.51E-08,-0.213574554,3.79E-08,-0.187193213,-6.33E-08,-6.33E-08,0.836458284,0.954341251
0.348,-0.177475145,-9.54E-08,-0.212407905,3.80E-08,-0.186022154,-6.35E-08,-6.35E-08,0.835539266,0.954053811
0.349,-0.176314111,-9.57E-08,-0.211251295,3.82E-08,-0.184861119,-6.37E-08,-6.37E-08,0.834617894,0.953765248
0.35,-0.175162986,-9.60E-08,-0.210104609,3.83E-08,-0.183709994,-6.39E-08,-6.39E-08,0.833694162,0.953475541
0.351,-0.174021658,-9.63E-08,-0.208967735,3.84E-08,-0.182568666,-6.41E-08,-6.41E-08,0.832768073,0.953184694
0.352,-0.172890015,-9.66E-08,-0.20784056,3.85E-08,-0.181437024,-6.43E-08,-6.43E-08,0.831839632,0.952892696
0.353,-0.171767949,-9.69E-08,-0.206722976,3.87E-08,-0.180314958,-6.45E-08,-6.45E-08,0.830908844,0.952599556
0.354,-0.170655351,-9.72E-08,-0.205614874,3.88E-08,-0.17920236,-6.47E-08,-6.47E-08,0.82997571,0.952305265
0.355,-0.169552114,-9.75E-08,-0.204516148,3.89E-08,-0.178099123,-6.49E-08,-6.49E-08,0.829040228,0.95200982
0.356,-0.168458133,-9.77E-08,-0.203426693,3.90E-08,-0.177005142,-6.51E-08,-6.51E-08,0.828102401,0.951713216
0.357,-0.167373305,-9.80E-08,-0.202346404,3.92E-08,-0.175920314,-6.53E-08,-6.53E-08,0.827162241,0.951415452
0.358,-0.166297527,-9.83E-08,-0.201275181,3.93E-08,-0.174844536,-6.55E-08,-6.55E-08,0.826219736,0.951116522
0.359,-0.165230699,-9.86E-08,-0.200212921,3.94E-08,-0.173777707,-6.57E-08,-6.57E-08,0.825274903,0.95081643
0.36,-0.16417272,-9.89E-08,-0.199159526,3.96E-08,-0.172719729,-6.59E-08,-6.59E-08,0.82432773,0.950515155
0.361,-0.163123494,-9.92E-08,-0.198114897,3.97E-08,-0.171670503,-6.61E-08,-6.61E-08,0.823378234,0.950212711
0.362,-0.162082923,-9.95E-08,-0.197078939,3.98E-08,-0.170629932,-6.63E-08,-6.63E-08,0.822426403,0.949909087
0.363,-0.161050912,-9.98E-08,-0.196051555,3.99E-08,-0.169597921,-6.65E-08,-6.65E-08,0.82147225,0.949604282
0.364,-0.160027368,-1.00E-07,-0.195032651,4.01E-08,-0.168574376,-6.67E-08,-6.67E-08,0.820515781,0.949298297
0.365,-0.159012196,-1.00E-07,-0.194022136,4.02E-08,-0.167559205,-6.69E-08,-6.69E-08,0.819556981,0.94899111
0.366,-0.158005307,-1.01E-07,-0.193019917,4.03E-08,-0.166552315,-6.71E-08,-6.71E-08,0.818595871,0.948682743
0.367,-0.157006609,-1.01E-07,-0.192025904,4.04E-08,-0.165553617,-6.73E-08,-6.73E-08,0.817632443,0.948373173
0.368,-0.156016013,-1.01E-07,-0.191040008,4.06E-08,-0.164563022,-6.75E-08,-6.75E-08,0.816666701,0.948062396
0.369,-0.155033433,-1.02E-07,-0.190062142,4.07E-08,-0.163580441,-6.77E-08,-6.77E-08,0.815698652,0.947750428
0.37,-0.15405878,-1.02E-07,-0.189092219,4.08E-08,-0.162605789,-6.79E-08,-6.79E-08,0.814728289,0.94743724
0.371,-0.15309197,-1.02E-07,-0.188130153,4.10E-08,-0.161638979,-6.81E-08,-6.81E-08,0.813755624,0.947122847
0.372,-0.152132919,-1.02E-07,-0.18717586,4.11E-08,-0.160679928,-6.83E-08,-6.83E-08,0.81278066,0.946807239
0.373,-0.151181543,-1.03E-07,-0.186229257,4.12E-08,-0.159728552,-6.85E-08,-6.85E-08,0.811803395,0.946490412
0.374,-0.15023776,-1.03E-07,-0.185290262,4.13E-08,-0.158784769,-6.87E-08,-6.87E-08,0.810823831,0.946172362
0.375,-0.149301489,-1.03E-07,-0.184358793,4.15E-08,-0.157848498,-6.89E-08,-6.89E-08,0.809841975,0.945853086
0.376,-0.148372651,-1.04E-07,-0.183434772,4.16E-08,-0.156919659,-6.91E-08,-6.91E-08,0.808857827,0.945532586
0.377,-0.147451166,-1.04E-07,-0.182518119,4.17E-08,-0.155998174,-6.93E-08,-6.93E-08,0.807871387,0.945210846
0.378,-0.146536956,-1.04E-07,-0.181608756,4.19E-08,-0.155083965,-6.96E-08,-6.96E-08,0.806882659,0.944887861
0.379,-0.145629946,-1.05E-07,-0.180706607,4.20E-08,-0.154176954,-6.98E-08,-6.98E-08,0.805891652,0.944563647
0.38,-0.144730058,-1.05E-07,-0.179811596,4.21E-08,-0.153277067,-7.00E-08,-7.00E-08,0.804898356,0.944238175
0.381,-0.143837219,-1.05E-07,-0.178923649,4.23E-08,-0.152384227,-7.02E-08,-7.02E-08,0.803902781,0.943911465
0.382,-0.142951354,-1.05E-07,-0.17804269,4.24E-08,-0.151498363,-7.04E-08,-7.04E-08,0.802904933,0.943583489
0.383,-0.142072391,-1.06E-07,-0.177168648,4.25E-08,-0.1506194,-7.06E-08,-7.06E-08,0.80190481,0.943254262
0.384,-0.141200258,-1.06E-07,-0.176301451,4.26E-08,-0.149747267,-7.08E-08,-7.08E-08,0.800902416,0.942923773
0.385,-0.140334884,-1.06E-07,-0.175441027,4.28E-08,-0.148881892,-7.10E-08,-7.10E-08,0.799897757,0.942592025
0.386,-0.139476198,-1.07E-07,-0.174587307,4.29E-08,-0.148023207,-7.12E-08,-7.12E-08,0.798890827,0.942258993
0.387,-0.138624132,-1.07E-07,-0.173740222,4.30E-08,-0.147171141,-7.14E-08,-7.14E-08,0.797881633,0.941924694
0.388,-0.137778617,-1.07E-07,-0.172899703,4.32E-08,-0.146325626,-7.16E-08,-7.16E-08,0.796870177,0.941589117
0.389,-0.136939587,-1.08E-07,-0.172065683,4.33E-08,-0.145486596,-7.18E-08,-7.18E-08,0.79585647,0.941252258
0.39,-0.136106974,-1.08E-07,-0.171238096,4.34E-08,-0.144653983,-7.20E-08,-7.20E-08,0.794840501,0.940914112
0.391,-0.135280713,-1.08E-07,-0.170416875,4.36E-08,-0.143827721,-7.22E-08,-7.22E-08,0.793822284,0.940574682
0.392,-0.134460739,-1.08E-07,-0.169601957,4.37E-08,-0.143007747,-7.24E-08,-7.24E-08,0.792801813,0.940233951
0.393,-0.133646988,-1.09E-07,-0.168793276,4.38E-08,-0.142193996,-7.27E-08,-7.27E-08,0.791779099,0.939891921
0.394,-0.132839397,-1.09E-07,-0.167990771,4.40E-08,-0.141386405,-7.29E-08,-7.29E-08,0.790754136,0.939548587
0.395,-0.132037903,-1.09E-07,-0.167194378,4.41E-08,-0.140584912,-7.31E-08,-7.31E-08,0.789726931,0.939203938
0.396,-0.131242445,-1.10E-07,-0.166404036,4.42E-08,-0.139789454,-7.33E-08,-7.33E-08,0.788697487,0.938857984
0.397,-0.130452963,-1.10E-07,-0.165619684,4.44E-08,-0.138999971,-7.35E-08,-7.35E-08,0.787665813,0.938510721
0.398,-0.129669395,-1.10E-07,-0.164841263,4.45E-08,-0.138216404,-7.37E-08,-7.37E-08,0.786631894,0.938162123
0.399,-0.128891683,-1.11E-07,-0.164068712,4.46E-08,-0.137438691,-7.39E-08,-7.39E-08,0.785595751,0.937812213
0.4,-0.128119768,-1.11E-07,-0.163301973,4.48E-08,-0.136666777,-7.41E-08,-7.41E-08,0.784557379,0.93746096
